"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"3322","3167","314","photos","r_1mnomwxgaatbmfn","8","q1_8","photos","photograph","photograph","photograph"
"3323","3177","315","yoga","r_w0vdjjsxpryj8yd","8","q1_8","yoga","yoga","yoga","yoga"
"3324","3197","317","enjoy scenery","r_rrjsybdqifv0inx","8","q1_8","enjoy scenery","enjoy scenery","enjoy scenery","enjoy scenery"
"3325","3228","320","observe animals","r_3hvnfsfv68qfknh","8","q1_8","observe animals","observe animals","view wildlife","view wildlife"
"3326","3237","321","snowmobile","r_2viz0ojkug6d8sm","8","q1_8","snowmobile","snowmobile","snowmobile","snowmobile"
"3327","3247","322","hunt","r_3pgjm4gbops7qc1","8","q1_8","hunt","hunt","hunt","hunt"
"3328","3277","325","nature","r_3g9atm3mvpe5cd1","8","q1_8","nature","nature","nature","nature"
"3329","3347","332","ride mt. bikes","r_214ihwqpcorapjg","8","q1_8","ride mt. bikes ","mountain bike","mountain bike","mountain bike"
"3330","3367","334","gather mushrooms","r_edhnf33bs1vckof","8","q1_8","gather mushrooms ","gather mushrooms","gather mushrooms","gather mushrooms"
"3331","3387","336","bird watching","r_2psrpul6xbthkrn","8","q1_8","bird watching ","bird watch","bird view","bird view"
"3332","3428","340","hunt","r_2w0t68vgwyyittn","8","q1_8","hunt","hunt","hunt","hunt"
"3333","3437","341","chance to rest at spots","r_1pseqs4lilwprzx","8","q1_8","chance to rest at spots","chance to rest at spots","chance to rest at spots","relax, rest and unwind"
"3334","3447","342","enjoy vistas/outlooks","r_uppa24cwegoogex","8","q1_8","enjoy vistas/outlooks","enjoy vistas/outlooks","enjoy scenery","enjoy scenery"
"3335","3467","344","birdwatching","r_2wagbak4njnhzt3","8","q1_8","birdwatching ","bird watch","bird view","bird view"
"3336","3477","345","hunting","r_y5oou6yfuzpqajt","8","q1_8","hunting ","hunt","hunt","hunt"
"3337","3497","347","birding","r_2a99h1pczojwowl","8","q1_8","birding","bird watch","bird view","bird view"
"3338","3507","348","pray","r_29ccsl9utzpqkuf","8","q1_8","pray","pray","pray","pray"
"3339","35111","349","snowshoe","r_1qvrxcu7gwuuemt","8","q1_8","snowshoe","snowshoe","snowshoe","snowshoe"
"3340","3528","350","running","r_enumvnrcjliihu1","8","q1_8","running","run","run","run"
"3341","3537","351","get away from people","r_1hz5clczt1w0a27","8","q1_8","get away from people","get away from people","solitude","solitude"
"3342","3567","354","bike ride","r_2fihsrtev8jdadq","8","q1_8","bike ride","bike","bike","bike"
"3343","3587","356","picnic","r_1yyl6a79ndzqptl","8","q1_8","picnic ","picnic","picnic","picnic"
"3344","3607","358","meditating","r_2qlthsdrkzjyxsm","8","q1_8","meditating","meditate","meditate","meditate"
"3345","36111","359","watch animals and birds","r_2upd9grscpgc68h","8","q1_8","watch animals and birds","watch animals and birds","view wildlife and birds","view wildlife and birds"
"3346","3628","360","motorcycle","r_1lujnvtcaz2rwl9","8","q1_8","motorcycle","motorcycle","motorcycle","motorcycle"
"3347","3647","362","eat","r_2omdj3nnre4ucw9","8","q1_8","eat","eat","eat","eat"
"3348","3677","365","enjoyment of being out in god's creation","r_ckvkvegpnuofwuz","8","q1_8","enjoyment of being out in god's creation","enjoy god's workmanship/creation","enjoy god's workmanship/creation","enjoy god's workmanship/creation"
"3349","3707","368","improve access","r_2wbrglr7k3mujnw","8","q1_8","improve access","improve access","improve access","improve access"
"3350","37111","369","be quiet","r_6grcrtg9f8y9yw9","8","q1_8","be quiet","be quiet","be quiet","be quiet"
"3351","3728","370","exercise","r_1dkvstamwthqacy","8","q1_8","exercise","exercise","exercise","exercise"
"3352","3767","374","go places","r_32w7wsfziqohecg","8","q1_8","go places","go places","go places","go places"
"3353","3777","375","ride atvs","r_w8wipm2jus2f7yb","8","q1_8","ride atvs","atv ride","atv ride","atv ride"
"3354","3787","376","ride horses","r_8crkhyx30qymhpf","8","q1_8","ride horses","horseback ride","horseback ride","horseback ride"
"3355","3797","377","leave human waste","r_3dcmlh6kxosmdpa","8","q1_8","leave human waste","bathroom breaks","bathroom breaks","bathroom breaks"
"3356","3828","380","collect trash","r_3l12fxh2kdk8cli","8","q1_8","collect trash","pick up trash","pick up trash","pick up trash"
"3357","3837","381","talk","r_323f6anzlt2pglg","8","q1_8","talk","talk","talk","talk"
"3358","3877","385","backpacking","r_1ok8hxbacsrbkud","8","q1_8","backpacking","backpack","backpack","backpack"
"3359","3897","387","sit","r_29oir1m9icymdci","8","q1_8","sit","sit","sit","sit"
"3360","3907","388","plan logistics","r_1kxn0kmjj5sedhs","8","q1_8","plan logistics","plan logistics","plan logistics","plan logistics"
"3361","39111","389","geocaching","r_3irs9or4zne7uob","8","q1_8","geocaching ","geocache","geocache","geocache"
"3362","3928","390","get healthier (mental and physical)","r_1mgdzpa3x8cicwf","8","q1_8","get healthier (mental and physical) ","get healthier (mental and physical)","get healthier (mental and physical)","get healthier (mental and physical)"
"3363","3947","392","exercise","r_e4cd8v7nd189mcd","8","q1_8","exercise ","exercise","exercise","exercise"
"3364","3997","397","plant id","r_2wu0xjajqdvvobw","8","q1_8","plant id","identify plants","identify plants","identify plants"
"3365","4007","398","enjoy scenery","r_2bl0grhbyljawv9","8","q1_8","enjoy scenery","enjoy scenery","enjoy scenery","enjoy scenery"
"3366","4028","400","drive ohvs","r_1qmcrpf03xrvzd5","8","q1_8","drive ohvs","atv","atv","atv"
"3367","4097","407","take pictures","r_2zju4a1ad5hrztw","8","q1_8","take pictures","photograph","photograph","photograph"
"3368","4177","415","write","r_thzrjrh5k741i3l","8","q1_8","write","write","write","write"
"3369","4197","417","photography","r_239skspji5psntr","8","q1_8","photography","photograph","photograph","photograph"
"3370","4207","418","camp","r_1dp68yfji6v0crz","8","q1_8","camp","camp","camp","camp"
"3371","4267","424","oreinteering","r_uawk8iivcjzho6z","8","q1_8","oreinteering","orienteer","orienteer","orienteer"
"3372","4297","427","share stories and experiences with the rider partners on the outing","r_126kdgujqycujmh","8","q1_8","share stories and experiences with the rider partners on the outing","share stories and experiences with the rider partners on the outing","share stories and experiences with the rider partners on the outing","share stories and experiences with the rider partners on the outing"
"3373","43111","429","bicycle","r_w8nglmh8gauzsl3","8","q1_8","bicycle","bike","bike","bike"
"3374","4328","430","study plants","r_zt53ysmmaxpd1hd","8","q1_8","study plants","study plants","study plants","study plants"
"3375","4387","436","biking","r_2tgdn8sgyuuagul","8","q1_8","biking","bike","bike","bike"
"3376","4397","437","greet other tail users","r_2up8behlwjgkpkj","8","q1_8","greet other tail users","greet other trail users","greet other trail users","greet other trail users"
"3377","44111","439","teach kids about nature","r_3g8pobaor06tmow","8","q1_8","teach kids about nature","teach children about nature","teach children about nature","teach children about nature"
"3378","4437","441","berry pick","r_3dvsmx2ddyax6p9","8","q1_8","berry pick","pick berries","pick berries","pick berries"
"3379","4487","446","wildlife viewing","r_1m2ugmfn9ft6t9d","8","q1_8","wildlife viewing","view wildlife","view wildlife","view wildlife"
"3380","4507","448","walk pets","r_qfdyxyhzxu5l0hl","8","q1_8","walk pets","walk pets","walk pets","walk pets"
"3381","45111","449","exercise","r_2ttcouwris4rqyv","8","q1_8","exercise","exercise","exercise","exercise"
"3382","4528","450","run","r_12yh5rmfshrcnm8","8","q1_8","run","run","run","run"
"3383","4537","451","practice mappinggps","r_0cvdusoup0dsizp","8","q1_8","practice mapping /gps","practice mapping and gps","practice mapping and gps","practice mapping and gps"
"3384","4547","452","photography","r_3nypx4czqkpbnm8","8","q1_8","photography","photograph","photograph","photograph"
"3385","4567","454","access climbing","r_296ldisikf67hmc","8","q1_8","access climbing","rock climb","rock climb","rock climb"
"3386","4587","456","clear downfall","r_1laeitokw8zn6rh","8","q1_8","clear downfall","clear downfall","clear downfall","clear downfall"
"3387","4607","458","wayfind","r_12lrm0jb1fyu74p","8","q1_8","wayfind","wayfind","waysearch for","waysearch for"
"3388","46111","459","solice","r_cetkrwueqcul4vx","8","q1_8","solice","solice","solice","solice"
"3389","4628","460","access fires (firefighters))","r_2xlfq2dpzwiiotv","8","q1_8","access fires (firefighters))","access fire (firefighters))","access fire (firefighters))","access fire (firefighters))"
"3390","4637","461","leave or remove trash","r_bkmtii78jfarcyp","8","q1_8","leave or remove trash","leave or remove trash","leave or remove trash","leave or remove trash"
"3391","4657","463","running","r_1kesqnwevxg6387","8","q1_8","running ","run","run","run"
"3392","4677","465","observe plants","r_o0b8rrlwivb1fhr","8","q1_8","observe plants","observe plants","view plants","view plants"
"3393","4687","466","hike","r_2cwfmvprt0uznsa","8","q1_8","hike","hike","hike","hike"
"3394","4707","468","backpack","r_3mehulf1vwwqpkk","8","q1_8","backpack","backpack","backpack","backpack"
"3395","4737","471","harvesting","r_1nrdpwf0tash4rr","8","q1_8","harvesting","harvest","harvest","harvest"
"3396","4757","473","relieve stress","r_3sjq4qt883evaq1","8","q1_8","relieve stress","ease stress","ease stress","ease stress"
"3397","4777","475","horseback riding","r_1cyicjdtcxbhpmp","8","q1_8","horseback riding","horseback ride","horseback ride","horseback ride"
"3398","4797","477","photography","r_29p71pcbgmg9sa7","8","q1_8","photography ","photograph","photograph","photograph"
"3399","48111","479","get peace and quiet","r_2djqy3cs92rzzhq","8","q1_8","get peace and quiet","get peace and quiet","get peace and quiet","peace and quiet"
"3400","4828","480","find solitude","r_2aohu1bipbxeadr","8","q1_8","find solitude","find solitude","solitude","solitude"
"3401","4847","482","adventure","r_ziah9gt532nmj9l","8","q1_8","adventure","adventure","adventure","adventure"
"3402","4857","483","meditate","r_2ehgqa7igkcvfbo","8","q1_8","meditate","meditate","meditate","meditate"
"3403","4867","484","hike","r_2xa9mmywplq6kuf","8","q1_8","hike","hike","hike","hike"
"3404","4907","488","hideout","r_2r9bqscrabmxbvb","8","q1_8","hideout","hideout","hideout","hideout"
"3405","49111","489","fishing","r_23ws4ctxzlmv1og","8","q1_8","fishing","fish","fish","fish"
"3406","4947","492","picnicking to eat lunch in solitude","r_2opghqwlbwxwt77","8","q1_8","picnicking to eat lunch in solitude","picnic to eat lunch in solitude","picnic to eat lunch in solitude","solitude"
"3407","4957","493","get away, mental health","r_29of4pzcxwe8mmw","8","q1_8","get away, mental health ","get away, mental health","get away, mental health","get away, mental health"
"3408","4967","494","maintenance","r_51fscfzrmlyibsl","8","q1_8","maintenance","maintenance","maintain","maintain"
"3409","4987","496","bird watch","r_yito7qt1igtwulb","8","q1_8","bird watch ","bird watch","bird view","bird view"
"3410","4997","497","fitness","r_3qg1x5vwzyzifcr","8","q1_8","fitness","exercise","exercise","exercise"
"3411","5037","501","bird watching","r_2rgfglz5p5o2qbs","8","q1_8","bird watching","bird watch","bird view","bird view"
"3412","5087","506","find wildlife","r_1mlxajkffkqpncb","8","q1_8","find wildlife","find wildlife","search for wildlife","search for wildlife"
"3413","5107","508","look at flowers","r_4mjmqt8etzl8f45","8","q1_8","look at flowers","look at wildflowers","view wildflowers","view wildflowers"
"3414","51111","509","natural sounds","r_1k7odub1wakb9di","8","q1_8","natural sounds","natural sounds","natural sounds","natural sounds"
"3415","5128","510","hike","r_2zcdxhkvcsyczwo","8","q1_8","hike","hike","hike","hike"
"3416","5167","514","work","r_216axihzuc3houf","8","q1_8","work","work","work","work"
"3417","5197","517","equestrian","r_rt3zjv3ke2heytl","8","q1_8","equestrian","horseback ride","horseback ride","horseback ride"
"3418","5247","522","photography","r_3klorxah2hfklh4","8","q1_8","photography","photograph","photograph","photograph"
"3419","5267","524","do trail maintainence","r_2fqpktu2afe43xr","8","q1_8","do trail maintainence","maintain trails","maintain trail","maintain trail"
"3420","5287","526","day hike","r_vslyw1a4ewswlo9","8","q1_8","day hike","day hike","hike","hike"
"3421","5297","527","fishing","r_3o9e5oqanwiac9t","8","q1_8","fishing","fish","fish","fish"
"3422","53111","529","solitude","r_2stneuig1z5vsoh","8","q1_8","solitude","solitude","solitude","solitude"
"3423","5357","533","explore new trails","r_e2krnbhsfyegrbv","8","q1_8","explore new trails ","explore new trails","explore new trail","explore new trail"
"3424","5367","534","geocache","r_233302tlhujujf1","8","q1_8","geocache","geocache","geocache","geocache"
"3425","5397","537","physical fitness","r_3kbvpwsiewrmv9e","8","q1_8","physical fitness","physical fitness","physical fitness","physical fitness"
"3426","54111","539","refresh","r_3qpy4rkoyhg9unc","8","q1_8","refresh","refresh","refresh","refresh"
"3427","5428","540","fish","r_2rqzxwtpxfv75sl","8","q1_8","fish","fish","fish","fish"
"3428","5447","542","bike","r_cne3i5hcrjndawb","8","q1_8","bike","bike","bike","bike"
"3429","5507","548","trail maintenance","r_1p2ftcklcvlsern","8","q1_8","trail maintenance","maintain trails","maintain trail","maintain trail"
"3430","5537","551","nature study","r_5ywm9p9gxaigjnf","8","q1_8","nature study","study nature","study nature","study nature"
"3431","5547","552","camp","r_1p7dfuktcwv1zoc","8","q1_8","camp","camp","camp","camp"
"3432","5567","554","socializing/picnicking","r_1ohtt4ninviseqa","8","q1_8","socializing/picnicking","socialize/picnic","socialize/picnic","socialize/picnic"
"3433","5577","555","hunt","r_3pzw4vclbwhbzcq","8","q1_8","hunt","hunt","hunt","hunt"
"3434","5597","557","exercise","r_3rq432pkjj7we5e","8","q1_8","exercise","exercise","exercise","exercise"
"3435","5607","558","eat (lunches, bfast, suppers if backpacking)","r_yiqsqpdrbxonvy9","8","q1_8","eat (lunches, bfast, suppers if backpacking)","eat (lunches, bfast, suppers if backpack)","eat and drink","eat and drink"
"3436","5628","560","talk to god","r_1gu5z2ucygmkw3q","8","q1_8","talk to god ","talk to god","talk to god","talk to god"
"3437","5637","561","schralping (a bike industry marketed style of riding whereby mountain bikers (especially youth) are encouraged to be as irresponsible as possible in order to anger/frighten any other used groups they may encounter)","r_10pdy1park4rz6p","8","q1_8","schralping (a bike industry marketed style of riding whereby mountain bikers (especially youth) are encouraged to be as irresponsible as possible in order to anger/frighten any other used groups they may encounter).","schralping (a bike industry marketed style of ride whereby mountain bikers (especially youth) are encouraged to be as irresponsible as possible in order to anger/frighten any other used groups they may encounter)","schralping (a bike industry marketed style of ride whereby mountain bikers (especially youth) are encouraged to be as irresponsible as possible in order to anger/frighten any other used groups they may encounter)","schralping (a bike industry marketed style of ride whereby mountain bikers (especially youth) are encouraged to be as irresponsible as possible in order to anger/frighten any other used groups they may encounter)"
